Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
113739399,"New Horizon Project, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"30 Richman Plz.,28H",,Bronx,10453,40.8522056,-73.9227408,718 350-4578,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located in the front lobby at this social service. Last Updated: 1/25/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcond,19000101000000.000000000,19000101000000.000000000,9:30 AM - 4:00 AM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,,,,,true,true,true,,http://www.tnhp.org,,,,,,
113739274,Fairytail Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,500 West 48 Street,,Manhattan,10036,40.763469,-73.992816,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at reception at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739494,Top Shelf Ink Tattoo Studio,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,211 Utica Avenue,,Brooklyn,11213,40.671661,-73.930843,(347) 750-5922,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739453,Sb Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,27 East 124 Street,,Manhattan,10035,40.805234,-73.9412514,(212) 534-2849,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739331,Isabella Unisex Salon (Formerly Samuel Bishop/Jarissa Unisex Salon),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,556 West 142 Street,,Manhattan,10031,40.824062,-73.950807,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,false,false,false,,,,,,,,
113739471,Sutphin Drugs Inc,Free Safer Sex Products,Condoms and Lubricant,,Business,Pharmacy,"143-03 Hillside Avenue,-",,Queens,11435,40.7051657,-73.8126133,7185260310,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located in front of the counter at this pharmacy. Last Updated: 3/6/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom,19000101000000.000000000,19000101000000.000000000,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,,,true,true,true,,,,,,,,
113739411,NYC Riverside Sexual Health Clinc,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,160 West 100 Street,,Manhattan,10025,40.7959294,-73.9681724,311,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back at this NYC Sexual Health Clinic (DOHMH) <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page,,,,,,
113739430,Pink Pussycat Boutique,Free Safer Sex Products,Condoms and Lubricant,,Business,Sex Store,167 West 4 Street,,Manhattan,10014,40.732099,-74.001447,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this sex store. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,,true,true,true,,,,,,,,
113739138,Academy of Medical & Public Health Services,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"5306 3 Avenue,2nd Floor",,Brooklyn,11220,40.6460423,-74.016946,212-256-9036,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl or basket located in the bathroom at this social service. Last Updated: 3/8/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/N,19000101000000.000000000,19000101000000.000000000,,10:00 AM - 6:00 PM,10:00 AM - 10:00 AM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,true,true,true,,http://www.amphsonline.org,,,,,,
113739204,Carlton Laundromat,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,177 East 105 Street,,Manhattan,10029,40.791189,-73.945844,(347) 982-1406,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739235,Damian Family Care Centers-3rd Avenue Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"2604 3 Avenue,N/A",,Bronx,10454,40.811892,-73.92508,718-292-0100,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located at the front desk of every floor at this location.Last Updated: 1/13/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 9:00 AM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,true,true,,http://www.damian.org,,,,,,
113739324,Icon,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,31-84 33 Street,,Queens,11106,40.761816,-73.923321,212-928-9641,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front near the entrance at this night club. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,true,false,false,,,,,,,,
113739268,Enriques Unisex,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,927 Broadway,,Brooklyn,11206,40.697349,-73.935883,347-442-5567,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 6:00 PM,true,false,false,,,,,,,,
113739187,Boulevard (Formerly Natives),Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,82-22 Northern Boulevard,,Queens,11372,40.755578,-73.885082,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located upstairs near the restrooms at this restaurant. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fa,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,,,,,,
113739313,Headz Ain't Ready,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,"81-13 37 Avenue,Ground",,Queens,11372,40.7498936,-73.884815,(718) 429-6841,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739302,Harlem Prevention Center,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,"215 West 125 Street,""3rd Floor, Suite 302""",,Manhattan,10027,40.8096896,-73.9488864,646-448-0950,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located in the waiting area near the front door at this college/university. Last Updated: 2/8/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,false,true,,https://www.facebook.com/HPCHarlem,,,,,,
113739267,Emage Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1523 St Johns Place,,Brooklyn,11213,40.670388,-73.927236,(917) 600-2172,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739372,MDRx pharmacy inc,Free Safer Sex Products,Condoms and Lubricant,,Business,Pharmacy,"1706 Lexington Avenue,N/a",,Manhattan,10029,40.7946926,-73.9503409,718-742-7622,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located on the counter at this pharmacy. Last Updated: 2/28/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Faceboo,19000101000000.000000000,19000101000000.000000000,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 9:00 AM,9:00 AM - 7:00 PM,9:00 AM - 5:00 PM,,10:00 AM - 5:00 PM,true,true,true,,http://www.smartrxnyc.com,,,,,,
113739196,Brownsville Neighborhood Health Action Center,Free Safer Sex Products,Condoms and Lubricant,,Government,Government Agency,259 Bristol Street,,Brooklyn,11212,40.6646618,-73.9111354,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located at reception at this government agency. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,http://www1.nyc.gov/site/doh/health/neighborhood-health/neighborhood-health-action-centers.page,,,,,,
113739276,Fernandez Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"25-84 31 Street,Ground",,Queens,11102,40.769641,-73.918582,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739457,Sol's 4 Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Pharmacy,Other,"107-18 37th Drive,Pharmacy",,Queens,11368,40.752833,-73.860202,7186394107,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in front of the store at this location.Last Updated: 3/8/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondo,19000101000000.000000000,19000101000000.000000000,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 6:00 PM,8:30 AM - 3:00 PM,,true,false,false,,,,,,,,
113739134,2A,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,27 Avenue A,,Manhattan,10009,40.723052,-73.985735,212-307-1503,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,true,false,true,,,,,,,,
113739342,K & R Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,5702 Clarendon Road,,Brooklyn,11203,40.644856,-73.922695,(347) 785-7272,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739289,Great City Medical,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,OB / OB-GYN,"68 East 131 Street,Suite 100",,Manhattan,10037,40.808992,-73.9369465,2122818600,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located on the front counter at this ob / ob-gyn. Last Updated: 3/11/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondo,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,false,true,,,,,,,,
113739140,Adult Primary Care Clinic at NYC H+H Bellevue,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"462 1 Avenue,Ambulatory Care Building (2nd floor Desk 2B)",,Manhattan,10016,40.7390729,-73.9750165,(212) 562-4141,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the waiting room/reception on 4th floor at this clinical facility. Last Updated: 1/31/2020 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join ou,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,false,,https://www.nychealthandhospitals.org/bellevue,,,,,,
113739510,Vibe 212,Free Safer Sex Products,Condoms and Lubricant,,Business,Sex Store,212 8 Avenue,,Manhattan,10011,40.743863,-73.999509,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located inside at this sex store. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,,,,,,
113739229,Crazy Monkey Tattoo,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,882 Broadway,,Brooklyn,11206,40.6980384,-73.9375797,212-229-2988,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near the entrance at this tattoo parlor. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,,,,,,
113739234,"Cynthia Lama, MD aka Servicio Medicos Hispanos",Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,90-14 Elmhurst Avenue,,Queens,11372,40.7487406,-73.875867,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located on the 2nd fl near the restrooms at this physician. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Faceboo,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,,,,,,
113739347,Kingsbrook Jewish Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"585 Schenectady Avenue,DMRI building/3rd fl/room 326A",,Brooklyn,11203,40.6593818,-73.9332436,718-363-6911,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located at the front desk at this clinical facility. Last Updated: 1/11/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCco,19000101000000.000000000,19000101000000.000000000,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 8:00 AM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,true,false,true,,,,,,,,
113739391,Morningside Medical Group,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,1302 Amsterdam Avenue,,Manhattan,10027,40.812098,-73.957213,212-924-3558,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the waiting area at this physician. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,9:00 AM - 3:30 PM,9:00 AM - 3:30 PM,9:00 AM - 5:00 PM,9:00 AM - 2:00 PM,9:00 AM - 12:00 PM,,,true,true,true,,,,,,,,
113739312,Headquarters Barbershop (Formerly Beato Barbershop),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,5 East 182 Street,,Bronx,10453,40.857269,-73.904322,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,,,,,,
113739385,Mona's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,224 Avenue B,,Manhattan,10009,40.72907,-73.978305,347-862-6054,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on display on shelves at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community,19000101000000.000000000,19000101000000.000000000,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,true,false,true,,,,,,,,
113739440,Quickrx,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,909 Columbus Avenue,,Manhattan,10025,40.798236,-73.963593,(212) 222-6388,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739159,B Cup Cafe,Free Safer Sex Products,Condoms and Lubricant,,Business,Café,212 Avenue B,,Manhattan,10009,40.7287045,-73.9788091,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the counter at this café. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739170,Bedstyle Unisex Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,531 Nostrand Avenue,,Brooklyn,11216,40.67926,-73.949608,(516) 395-3998,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739199,Bushwick Communicare Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,335 Central Avenue,,Brooklyn,11221,40.6947118,-73.9186679,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the hallway at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,,,,,,
113739351,La Boom,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,56-15 Northern Boulevard,,Queens,11377,40.75354,-73.90467,718-802-1111,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back near the restroom at this night club. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook c,19000101000000.000000000,19000101000000.000000000,11:00 PM - 4:00 AM,,,,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,5:00 PM - 4:00 AM,true,false,true,,,,,,,,
113739259,Drop off service,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,211 Avenue A,,Manhattan,10009,40.729828,-73.980794,212-633-1133,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the counter at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 4:00 AM,true,false,true,,,,,,,,
113739323,Huggies Brownstone Inn Club,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1550 Fulton Street,,Brooklyn,11216,40.679809,-73.938972,(347) 932-4361,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,,
113739188,Branded Saloon,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,603 Vanderbilt Avenue,,Brooklyn,11238,40.679286,-73.968262,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 2:00 AM,true,false,true,,,,,,,,
113739190,Breukelen Coffee House,Free Safer Sex Products,Condoms and Lubricant,,Business,Café,764a Franklin Avenue,,Brooklyn,11238,40.672286,-73.957397,917-265-8006,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the restroom at this café. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,true,true,true,,,,,,,,
